"Date","(Observed) Incoming Shortwave (W/ft2)","(Modeled) Incoming Shortwave (W/ft2)","(Modeled) Net Shortwave (W/ft2)","(Modeled) Incoming Longwave (W/ft2)","(Modeled) Net Longwave (W/ft2)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-09-17 05:00:00",,0.00,,,,"2023-09-17","05","n"
"2023-09-17 06:00:00",,0.00,,,,"2023-09-17","06","n"
"2023-09-17 07:00:00",,0.00,,,,"2023-09-17","07","n"
"2023-09-17 08:00:00",,0.00,,,,"2023-09-17","08","n"
"2023-09-17 09:00:00",,0.00,,,,"2023-09-17","09","n"
"2023-09-17 10:00:00",,0.00,,,,"2023-09-17","10","n"
"2023-09-17 11:00:00",,0.00,,,,"2023-09-17","11","n"
"2023-09-17 12:00:00",,0.00,,,,"2023-09-17","12","n"
"2023-09-17 13:00:00",,0.00,,,,"2023-09-17","13","n"
"2023-09-17 14:00:00",,2.65,,,,"2023-09-17","14","n"
"2023-09-17 15:00:00",,21.27,,,,"2023-09-17","15","n"
"2023-09-17 16:00:00",,41.12,,,,"2023-09-17","16","n"
"2023-09-17 17:00:00",,58.85,,,,"2023-09-17","17","n"
"2023-09-17 18:00:00",,72.00,,,,"2023-09-17","18","n"
"2023-09-17 19:00:00",,80.03,,,,"2023-09-17","19","n"
"2023-09-17 20:00:00",,82.13,,,,"2023-09-17","20","n"
"2023-09-17 21:00:00",,74.91,,,,"2023-09-17","21","n"
"2023-09-17 22:00:00",,60.70,,,,"2023-09-17","22","n"
"2023-09-17 23:00:00",,52.98,,,,"2023-09-17","23","n"
"2023-09-18 00:00:00",,34.00,,,,"2023-09-18","00","n"
"2023-09-18 01:00:00",,13.21,,,,"2023-09-18","01","n"
"2023-09-18 02:00:00",,0.00,,,,"2023-09-18","02","n"
"2023-09-18 03:00:00",,0.00,,,,"2023-09-18","03","n"
"2023-09-18 04:00:00",,0.00,,,,"2023-09-18","04","n"
"2023-09-18 05:00:00",,0.00,,,,"2023-09-18","05","n"
"2023-09-18 06:00:00",,0.00,,,,"2023-09-18","06","n"
"2023-09-18 07:00:00",,0.00,,,,"2023-09-18","07","n"
"2023-09-18 08:00:00",,0.00,,,,"2023-09-18","08","n"
"2023-09-18 09:00:00",,0.00,,,,"2023-09-18","09","n"
"2023-09-18 10:00:00",,0.00,,,,"2023-09-18","10","n"
"2023-09-18 11:00:00",,0.00,,,,"2023-09-18","11","n"
"2023-09-18 12:00:00",,0.00,,,,"2023-09-18","12","n"
"2023-09-18 13:00:00",,0.00,,,,"2023-09-18","13","n"
"2023-09-18 14:00:00",,2.32,,,,"2023-09-18","14","n"
"2023-09-18 15:00:00",,2.73,,,,"2023-09-18","15","n"
"2023-09-18 16:00:00",,16.71,,,,"2023-09-18","16","n"
"2023-09-18 17:00:00",,56.38,,,,"2023-09-18","17","n"
"2023-09-18 18:00:00",,72.48,,,,"2023-09-18","18","n"
"2023-09-18 19:00:00",,80.71,,,,"2023-09-18","19","n"
"2023-09-18 20:00:00",,82.59,,,,"2023-09-18","20","n"
"2023-09-18 21:00:00",,78.58,,,,"2023-09-18","21","n"
"2023-09-18 22:00:00",,68.23,,,,"2023-09-18","22","n"
"2023-09-18 23:00:00",,52.19,,,,"2023-09-18","23","n"
"2023-09-19 00:00:00",,11.45,,,,"2023-09-19","00","n"
"2023-09-19 01:00:00",,0.09,,,,"2023-09-19","01","n"
"2023-09-19 02:00:00",,0.00,,,,"2023-09-19","02","n"
"2023-09-19 03:00:00",,0.00,,,,"2023-09-19","03","n"
"2023-09-19 04:00:00",,0.00,,,,"2023-09-19","04","n"
"2023-09-19 05:00:00",,0.00,,,,"2023-09-19","05","n"
"2023-09-19 06:00:00",,0.00,,,,"2023-09-19","06","n"
"2023-09-19 07:00:00",,0.00,,,,"2023-09-19","07","n"
"2023-09-19 08:00:00",,0.00,,,,"2023-09-19","08","n"
"2023-09-19 09:00:00",,0.00,,,,"2023-09-19","09","n"
"2023-09-19 10:00:00",,0.00,,,,"2023-09-19","10","n"
"2023-09-19 11:00:00",,0.00,,,,"2023-09-19","11","n"
"2023-09-19 12:00:00",,0.00,,,,"2023-09-19","12","n"
"2023-09-19 13:00:00",,0.00,,,,"2023-09-19","13","n"
"2023-09-19 14:00:00",,2.21,,,,"2023-09-19","14","n"
"2023-09-19 15:00:00",,20.26,,,,"2023-09-19","15","n"
"2023-09-19 16:00:00",,40.39,,,,"2023-09-19","16","n"
"2023-09-19 17:00:00",,57.92,,,,"2023-09-19","17","n"
"2023-09-19 18:00:00",,71.45,,,,"2023-09-19","18","n"
"2023-09-19 19:00:00",,79.70,,,,"2023-09-19","19","n"
"2023-09-19 20:00:00",,81.93,,,,"2023-09-19","20","n"
"2023-09-19 21:00:00",,77.89,,,,"2023-09-19","21","n"
"2023-09-19 22:00:00",,68.12,,,,"2023-09-19","22","n"
"2023-09-19 23:00:00",,51.25,,,,"2023-09-19","23","n"
"2023-09-20 00:00:00",,11.35,,,,"2023-09-20","00","n"
"2023-09-20 01:00:00",,5.50,,,,"2023-09-20","01","n"
"2023-09-20 02:00:00",,0.00,,,,"2023-09-20","02","n"
"2023-09-20 03:00:00",,0.00,,,,"2023-09-20","03","n"
"2023-09-20 04:00:00",,0.00,,,,"2023-09-20","04","n"
"2023-09-20 05:00:00",,0.00,,,,"2023-09-20","05","n"
"2023-09-20 06:00:00",,0.00,,,,"2023-09-20","06","n"
"2023-09-20 07:00:00",,0.00,,,,"2023-09-20","07","n"
"2023-09-20 08:00:00",,0.00,,,,"2023-09-20","08","n"
"2023-09-20 09:00:00",,0.00,,,,"2023-09-20","09","n"
"2023-09-20 10:00:00",,0.00,,,,"2023-09-20","10","n"
"2023-09-20 11:00:00",,0.00,,,,"2023-09-20","11","n"
"2023-09-20 12:00:00",,0.00,,,,"2023-09-20","12","n"
"2023-09-20 13:00:00",,0.00,,,,"2023-09-20","13","n"
"2023-09-20 14:00:00",,2.00,,,,"2023-09-20","14","n"
"2023-09-20 15:00:00",,20.16,,,,"2023-09-20","15","n"
"2023-09-20 16:00:00",,39.65,,,,"2023-09-20","16","n"
"2023-09-20 17:00:00",,57.78,,,,"2023-09-20","17","n"
"2023-09-20 18:00:00",,71.33,,,,"2023-09-20","18","n"
"2023-09-20 19:00:00",,79.26,,,,"2023-09-20","19","n"
"2023-09-20 20:00:00",,81.17,,,,"2023-09-20","20","n"
"2023-09-20 21:00:00",,76.53,,,,"2023-09-20","21","n"
"2023-09-20 22:00:00",,65.92,,,,"2023-09-20","22","n"
"2023-09-20 23:00:00",,51.90,,,,"2023-09-20","23","n"
"2023-09-21 00:00:00",,32.96,,,,"2023-09-21","00","n"
"2023-09-21 01:00:00",,12.37,,,,"2023-09-21","01","n"
"2023-09-21 02:00:00",,0.00,,,,"2023-09-21","02","n"
"2023-09-21 03:00:00",,0.00,,,,"2023-09-21","03","n"
"2023-09-21 04:00:00",,0.00,,,,"2023-09-21","04","n"
"2023-09-21 05:00:00",,0.00,,,,"2023-09-21","05","n"
"2023-09-21 06:00:00",,0.00,,,,"2023-09-21","06","n"
"2023-09-21 07:00:00",,0.00,,,,"2023-09-21","07","n"
"2023-09-21 08:00:00",,0.00,,,,"2023-09-21","08","n"
"2023-09-21 09:00:00",,0.00,,,,"2023-09-21","09","n"
"2023-09-21 10:00:00",,0.00,,,,"2023-09-21","10","n"
"2023-09-21 11:00:00",,0.00,,,,"2023-09-21","11","n"
"2023-09-21 12:00:00",,0.00,,,,"2023-09-21","12","n"
"2023-09-21 13:00:00",,0.00,,,,"2023-09-21","13","n"
"2023-09-21 14:00:00",,1.84,,,,"2023-09-21","14","n"
"2023-09-21 15:00:00",,14.86,,,,"2023-09-21","15","n"
"2023-09-21 16:00:00",,39.92,,,,"2023-09-21","16","n"
"2023-09-21 17:00:00",,57.27,,,,"2023-09-21","17","n"
"2023-09-21 18:00:00",,70.61,,,,"2023-09-21","18","n"
"2023-09-21 19:00:00",,15.36,,,,"2023-09-21","19","n"
"2023-09-21 20:00:00",,65.64,,,,"2023-09-21","20","n"
"2023-09-21 21:00:00",,23.84,,,,"2023-09-21","21","n"
"2023-09-21 22:00:00",,63.89,,,,"2023-09-21","22","n"
"2023-09-21 23:00:00",,51.41,,,,"2023-09-21","23","n"
"2023-09-22 00:00:00",,32.06,,,,"2023-09-22","00","n"
"2023-09-22 01:00:00",,11.34,,,,"2023-09-22","01","n"
"2023-09-22 02:00:00",,0.00,,,,"2023-09-22","02","n"
"2023-09-22 03:00:00",,0.00,,,,"2023-09-22","03","n"
"2023-09-22 04:00:00",,0.00,,,,"2023-09-22","04","n"
"2023-09-22 05:00:00",,0.00,,,,"2023-09-22","05","n"
"2023-09-22 06:00:00",,0.00,,,,"2023-09-22","06","n"
"2023-09-22 07:00:00",,0.00,,,,"2023-09-22","07","n"
"2023-09-22 08:00:00",,0.00,,,,"2023-09-22","08","n"
"2023-09-22 09:00:00",,0.00,,,,"2023-09-22","09","n"
"2023-09-22 10:00:00",,0.00,,,,"2023-09-22","10","n"
"2023-09-22 11:00:00",,0.00,,,,"2023-09-22","11","n"
"2023-09-22 12:00:00",,0.00,,,,"2023-09-22","12","n"
"2023-09-22 13:00:00",,0.00,,,,"2023-09-22","13","n"
"2023-09-22 14:00:00",,1.74,,,,"2023-09-22","14","n"
"2023-09-22 15:00:00",,16.12,,,,"2023-09-22","15","n"
"2023-09-22 16:00:00",,38.94,,,,"2023-09-22","16","n"
"2023-09-22 17:00:00",,58.88,,,,"2023-09-22","17","n"
"2023-09-22 18:00:00",,72.42,,,,"2023-09-22","18","n"
"2023-09-22 19:00:00",,80.44,,,,"2023-09-22","19","n"
"2023-09-22 20:00:00",,82.21,,,,"2023-09-22","20","n"
"2023-09-22 21:00:00",,77.88,,,,"2023-09-22","21","n"
"2023-09-22 22:00:00",,66.98,,,,"2023-09-22","22","n"
"2023-09-22 23:00:00",,51.29,,,,"2023-09-22","23","n"
"2023-09-23 00:00:00",,31.93,,,,"2023-09-23","00","n"
"2023-09-23 01:00:00",,11.38,,,,"2023-09-23","01","n"
"2023-09-23 02:00:00",,0.00,,,,"2023-09-23","02","n"
"2023-09-23 03:00:00",,0.00,,,,"2023-09-23","03","n"
"2023-09-23 04:00:00",,0.00,,,,"2023-09-23","04","n"
"2023-09-23 05:00:00",,0.00,,,,"2023-09-23","05","n"
"2023-09-23 06:00:00",,0.00,,,,"2023-09-23","06","n"
"2023-09-23 07:00:00",,0.00,,,,"2023-09-23","07","n"
"2023-09-23 08:00:00",,0.00,,,,"2023-09-23","08","n"
"2023-09-23 09:00:00",,0.00,,,,"2023-09-23","09","n"
"2023-09-23 10:00:00",,0.00,,,,"2023-09-23","10","n"
"2023-09-23 11:00:00",,0.00,,,,"2023-09-23","11","n"
"2023-09-23 12:00:00",,0.00,,,,"2023-09-23","12","n"
"2023-09-23 13:00:00",,0.00,,,,"2023-09-23","13","n"
"2023-09-23 14:00:00",,1.54,,,,"2023-09-23","14","n"
"2023-09-23 15:00:00",,20.21,,,,"2023-09-23","15","n"
"2023-09-23 16:00:00",,39.90,,,,"2023-09-23","16","n"
"2023-09-23 17:00:00",,58.43,,,,"2023-09-23","17","n"
"2023-09-23 18:00:00",,72.37,,,,"2023-09-23","18","n"
"2023-09-23 19:00:00",,80.48,,,,"2023-09-23","19","n"
"2023-09-23 20:00:00",,82.46,,,,"2023-09-23","20","n"
"2023-09-23 21:00:00",,78.12,,,,"2023-09-23","21","n"
"2023-09-23 22:00:00",,67.33,,,,"2023-09-23","22","n"
"2023-09-23 23:00:00",,51.11,,,,"2023-09-23","23","n"
"2023-09-24 00:00:00",,31.89,,,,"2023-09-24","00","n"
"2023-09-24 01:00:00",,11.16,,,,"2023-09-24","01","n"
"2023-09-24 02:00:00",,0.00,,,,"2023-09-24","02","n"
"2023-09-24 03:00:00",,0.00,,,,"2023-09-24","03","n"
"2023-09-24 04:00:00",,0.00,,,,"2023-09-24","04","n"
"2023-09-24 05:00:00",,0.00,,,,"2023-09-24","05","n"
"2023-09-24 06:00:00",,0.00,,,,"2023-09-24","06","n"
"2023-09-24 07:00:00",,0.00,,,,"2023-09-24","07","n"
"2023-09-24 08:00:00",,0.00,,,,"2023-09-24","08","n"
"2023-09-24 09:00:00",,0.00,,,,"2023-09-24","09","n"
"2023-09-24 10:00:00",,0.00,,,,"2023-09-24","10","n"
"2023-09-24 11:00:00",,0.00,,,,"2023-09-24","11","n"
"2023-09-24 12:00:00",,0.00,,,,"2023-09-24","12","n"
"2023-09-24 13:00:00",,0.00,,,,"2023-09-24","13","n"
"2023-09-24 14:00:00",,1.43,,,,"2023-09-24","14","n"
"2023-09-24 15:00:00",,20.50,,,,"2023-09-24","15","n"
"2023-09-24 16:00:00",,41.18,,,,"2023-09-24","16","n"
"2023-09-24 17:00:00",,59.04,,,,"2023-09-24","17","n"
"2023-09-24 18:00:00",,72.45,,,,"2023-09-24","18","n"
"2023-09-24 19:00:00",,80.32,,,,"2023-09-24","19","n"
"2023-09-24 20:00:00",,82.14,,,,"2023-09-24","20","n"
"2023-09-24 21:00:00",,77.86,,,,"2023-09-24","21","n"
"2023-09-24 22:00:00",,67.32,,,,"2023-09-24","22","n"
"2023-09-24 23:00:00",,51.50,,,,"2023-09-24","23","n"
"2023-09-25 00:00:00",,31.97,,,,"2023-09-25","00","n"
"2023-09-25 01:00:00",,10.94,,,,"2023-09-25","01","n"
"2023-09-25 02:00:00",,0.00,,,,"2023-09-25","02","n"
"2023-09-25 03:00:00",,0.00,,,,"2023-09-25","03","n"
"2023-09-25 04:00:00",,0.00,,,,"2023-09-25","04","n"
"2023-09-25 05:00:00",,0.00,,,,"2023-09-25","05","n"
"2023-09-25 06:00:00",,0.00,,,,"2023-09-25","06","n"
"2023-09-25 07:00:00",,0.00,,,,"2023-09-25","07","n"
"2023-09-25 08:00:00",,0.00,,,,"2023-09-25","08","n"
"2023-09-25 09:00:00",,0.00,,,,"2023-09-25","09","n"
"2023-09-25 10:00:00",,0.00,,,,"2023-09-25","10","n"
"2023-09-25 11:00:00",,0.00,,,,"2023-09-25","11","n"
"2023-09-25 12:00:00",,0.00,,,,"2023-09-25","12","n"
"2023-09-25 13:00:00",,0.00,,,,"2023-09-25","13","n"
"2023-09-25 14:00:00",,1.24,,,,"2023-09-25","14","n"
"2023-09-25 15:00:00",,20.52,,,,"2023-09-25","15","n"
"2023-09-25 16:00:00",,41.24,,,,"2023-09-25","16","n"
"2023-09-25 17:00:00",,59.00,,,,"2023-09-25","17","n"
"2023-09-25 18:00:00",,72.36,,,,"2023-09-25","18","n"
"2023-09-25 19:00:00",,80.25,,,,"2023-09-25","19","n"
"2023-09-25 20:00:00",,81.78,,,,"2023-09-25","20","n"
"2023-09-25 21:00:00",,77.08,,,,"2023-09-25","21","n"
"2023-09-25 22:00:00",,66.17,,,,"2023-09-25","22","n"
"2023-09-25 23:00:00",,50.61,,,,"2023-09-25","23","n"
"2023-09-26 00:00:00",,30.97,,,,"2023-09-26","00","n"
"2023-09-26 01:00:00",,10.18,,,,"2023-09-26","01","n"
"2023-09-26 02:00:00",,0.00,,,,"2023-09-26","02","n"
"2023-09-26 03:00:00",,0.00,,,,"2023-09-26","03","n"
"2023-09-26 04:00:00",,0.00,,,,"2023-09-26","04","n"
"2023-09-26 05:00:00",,0.00,,,,"2023-09-26","05","n"
"2023-09-26 06:00:00",,0.00,,,,"2023-09-26","06","n"
"2023-09-26 07:00:00",,0.00,,,,"2023-09-26","07","n"
"2023-09-26 08:00:00",,0.00,,,,"2023-09-26","08","n"
"2023-09-26 09:00:00",,0.00,,,,"2023-09-26","09","n"
"2023-09-26 10:00:00",,0.00,,,,"2023-09-26","10","n"
"2023-09-26 11:00:00",,0.00,,,,"2023-09-26","11","n"
"2023-09-26 12:00:00",,0.00,,,,"2023-09-26","12","n"
"2023-09-26 13:00:00",,0.00,,,,"2023-09-26","13","n"
"2023-09-26 14:00:00",,0.98,,,,"2023-09-26","14","n"
"2023-09-26 15:00:00",,19.52,,,,"2023-09-26","15","n"
"2023-09-26 16:00:00",,39.64,,,,"2023-09-26","16","n"
"2023-09-26 17:00:00",,57.13,,,,"2023-09-26","17","n"
"2023-09-26 18:00:00",,70.34,,,,"2023-09-26","18","n"
"2023-09-26 19:00:00",,78.01,,,,"2023-09-26","19","n"
"2023-09-26 20:00:00",,79.44,,,,"2023-09-26","20","n"
"2023-09-26 21:00:00",,75.07,,,,"2023-09-26","21","n"
"2023-09-26 22:00:00",,64.54,,,,"2023-09-26","22","n"
"2023-09-26 23:00:00",,48.96,,,,"2023-09-26","23","n"
"2023-09-27 00:00:00",,29.87,,,,"2023-09-27","00","n"
"2023-09-27 01:00:00",,9.31,,,,"2023-09-27","01","n"
"2023-09-27 02:00:00",,0.00,,,,"2023-09-27","02","n"
"2023-09-27 03:00:00",,0.00,,,,"2023-09-27","03","n"
"2023-09-27 04:00:00",,0.00,,,,"2023-09-27","04","n"
"2023-09-27 05:00:00",,0.00,,,,"2023-09-27","05","n"
"2023-09-27 06:00:00",,0.00,,,,"2023-09-27","06","n"
"2023-09-27 07:00:00",,0.00,,,,"2023-09-27","07","n"
"2023-09-27 08:00:00",,0.00,,,,"2023-09-27","08","n"
"2023-09-27 09:00:00",,0.00,,,,"2023-09-27","09","n"
"2023-09-27 10:00:00",,0.00,,,,"2023-09-27","10","n"
"2023-09-27 11:00:00",,0.00,,,,"2023-09-27","11","n"
"2023-09-27 12:00:00",,0.00,,,,"2023-09-27","12","n"
"2023-09-27 13:00:00",,0.00,,,,"2023-09-27","13","n"
"2023-09-27 14:00:00",,0.80,,,,"2023-09-27","14","n"
"2023-09-27 15:00:00",,19.07,,,,"2023-09-27","15","n"
"2023-09-27 16:00:00",,39.27,,,,"2023-09-27","16","n"
"2023-09-27 17:00:00",,56.98,,,,"2023-09-27","17","n"
"2023-09-27 18:00:00",,70.15,,,,"2023-09-27","18","n"
"2023-09-27 19:00:00",,77.47,,,,"2023-09-27","19","n"
"2023-09-27 20:00:00",,78.99,,,,"2023-09-27","20","n"
"2023-09-27 21:00:00",,74.27,,,,"2023-09-27","21","n"
"2023-09-27 22:00:00",,63.51,,,,"2023-09-27","22","n"
"2023-09-27 23:00:00",,48.11,,,,"2023-09-27","23","n"
"2023-09-28 00:00:00",,29.08,,,,"2023-09-28","00","n"
"2023-09-28 01:00:00",,8.67,,,,"2023-09-28","01","n"
"2023-09-28 02:00:00",,0.00,,,,"2023-09-28","02","n"
"2023-09-28 03:00:00",,0.00,,,,"2023-09-28","03","n"
"2023-09-28 04:00:00",,0.00,,,,"2023-09-28","04","n"
"2023-09-28 05:00:00",,0.00,,,,"2023-09-28","05","n"
"2023-09-28 06:00:00",,0.00,,,,"2023-09-28","06","n"
"2023-09-28 07:00:00",,0.00,,,,"2023-09-28","07","n"
"2023-09-28 08:00:00",,0.00,,,,"2023-09-28","08","n"
"2023-09-28 09:00:00",,0.00,,,,"2023-09-28","09","n"
"2023-09-28 10:00:00",,0.00,,,,"2023-09-28","10","n"
"2023-09-28 11:00:00",,0.00,,,,"2023-09-28","11","n"
"2023-09-28 12:00:00",,0.00,,,,"2023-09-28","12","n"
"2023-09-28 13:00:00",,0.00,,,,"2023-09-28","13","n"
"2023-09-28 14:00:00",,0.61,,,,"2023-09-28","14","n"
"2023-09-28 15:00:00",,18.51,,,,"2023-09-28","15","n"
"2023-09-28 16:00:00",,38.47,,,,"2023-09-28","16","n"
"2023-09-28 17:00:00",,55.94,,,,"2023-09-28","17","n"
"2023-09-28 18:00:00",,69.09,,,,"2023-09-28","18","n"
"2023-09-28 19:00:00",,76.70,,,,"2023-09-28","19","n"
"2023-09-28 20:00:00",,78.33,,,,"2023-09-28","20","n"
"2023-09-28 21:00:00",,73.72,,,,"2023-09-28","21","n"
"2023-09-28 22:00:00",,63.15,,,,"2023-09-28","22","n"
"2023-09-28 23:00:00",,47.58,,,,"2023-09-28","23","n"
"2023-09-29 00:00:00",,28.31,,,,"2023-09-29","00","n"
"2023-09-29 01:00:00",,8.17,,,,"2023-09-29","01","n"
"2023-09-29 02:00:00",,0.00,,,,"2023-09-29","02","n"
"2023-09-29 03:00:00",,0.00,,,,"2023-09-29","03","n"
"2023-09-29 04:00:00",,0.00,,,,"2023-09-29","04","n"
"2023-09-29 05:00:00",,0.00,,,,"2023-09-29","05","n"
"2023-09-29 06:00:00",,0.00,,,,"2023-09-29","06","n"
"2023-09-29 07:00:00",,0.00,,,,"2023-09-29","07","n"
"2023-09-29 08:00:00",,0.00,,,,"2023-09-29","08","n"
"2023-09-29 09:00:00",,0.00,,,,"2023-09-29","09","n"
"2023-09-29 10:00:00",,0.00,,,,"2023-09-29","10","n"
"2023-09-29 11:00:00",,0.00,,,,"2023-09-29","11","n"
"2023-09-29 12:00:00",,0.00,,,,"2023-09-29","12","n"
"2023-09-29 13:00:00",,0.00,,,,"2023-09-29","13","n"
"2023-09-29 14:00:00",,0.46,,,,"2023-09-29","14","n"
"2023-09-29 15:00:00",,18.43,,,,"2023-09-29","15","n"
"2023-09-29 16:00:00",,38.30,,,,"2023-09-29","16","n"
"2023-09-29 17:00:00",,55.92,,,,"2023-09-29","17","n"
"2023-09-29 18:00:00",,69.10,,,,"2023-09-29","18","n"
"2023-09-29 19:00:00",,76.35,,,,"2023-09-29","19","n"
"2023-09-29 20:00:00",,77.63,,,,"2023-09-29","20","n"
"2023-09-29 21:00:00",,72.73,,,,"2023-09-29","21","n"
"2023-09-29 22:00:00",,61.83,,,,"2023-09-29","22","n"
"2023-09-29 23:00:00",,45.94,,,,"2023-09-29","23","n"
"2023-09-30 00:00:00",,27.34,,,,"2023-09-30","00","n"
"2023-09-30 01:00:00",,3.00,,,,"2023-09-30","01","n"
"2023-09-30 02:00:00",,0.00,,,,"2023-09-30","02","n"
"2023-09-30 03:00:00",,0.00,,,,"2023-09-30","03","n"
"2023-09-30 04:00:00",,0.00,,,,"2023-09-30","04","n"
"2023-09-30 05:00:00",,0.00,,,,"2023-09-30","05","n"
"2023-09-30 06:00:00",,0.00,,,,"2023-09-30","06","n"
"2023-09-30 07:00:00",,0.00,,,,"2023-09-30","07","n"
"2023-09-30 08:00:00",,0.00,,,,"2023-09-30","08","n"
"2023-09-30 09:00:00",,0.00,,,,"2023-09-30","09","n"
"2023-09-30 10:00:00",,0.00,,,,"2023-09-30","10","n"
"2023-09-30 11:00:00",,0.00,,,,"2023-09-30","11","n"
"2023-09-30 12:00:00",,0.00,,,,"2023-09-30","12","n"
"2023-09-30 13:00:00",,0.00,,,,"2023-09-30","13","n"
"2023-09-30 14:00:00",,0.09,,,,"2023-09-30","14","n"
"2023-09-30 15:00:00",,17.35,,,,"2023-09-30","15","n"
"2023-09-30 16:00:00",,35.37,,,,"2023-09-30","16","n"
"2023-09-30 17:00:00",,46.17,,,,"2023-09-30","17","n"
"2023-09-30 18:00:00",,66.67,,,,"2023-09-30","18","n"
"2023-09-30 19:00:00",,75.24,,,,"2023-09-30","19","n"
"2023-09-30 20:00:00",,59.44,,,,"2023-09-30","20","n"
"2023-09-30 21:00:00",,12.31,,,,"2023-09-30","21","n"
"2023-09-30 22:00:00",,3.72,,,,"2023-09-30","22","n"
"2023-09-30 23:00:00",,2.29,,,,"2023-09-30","23","n"
"2023-10-01 00:00:00",,1.96,,,,"2023-10-01","00","n"
"2023-10-01 01:00:00",,0.14,,,,"2023-10-01","01","n"
"2023-10-01 02:00:00",,0.00,,,,"2023-10-01","02","n"
"2023-10-01 03:00:00",,0.00,,,,"2023-10-01","03","n"
"2023-10-01 04:00:00",,0.00,,,,"2023-10-01","04","n"
"2023-10-01 05:00:00",,0.00,,,,"2023-10-01","05","n"
"2023-10-01 06:00:00",,0.00,,,,"2023-10-01","06","n"
"2023-10-01 07:00:00",,0.00,,,,"2023-10-01","07","n"
"2023-10-01 08:00:00",,0.00,,,,"2023-10-01","08","n"
"2023-10-01 09:00:00",,0.00,,,,"2023-10-01","09","n"
"2023-10-01 10:00:00",,0.00,,,,"2023-10-01","10","n"
"2023-10-01 11:00:00",,0.00,,,,"2023-10-01","11","n"
"2023-10-01 12:00:00",,0.00,,,,"2023-10-01","12","n"
"2023-10-01 13:00:00",,0.00,,,,"2023-10-01","13","n"
"2023-10-01 14:00:00",,0.09,,,,"2023-10-01","14","n"
"2023-10-01 15:00:00",,10.67,,,,"2023-10-01","15","n"
"2023-10-01 16:00:00",,23.19,,,,"2023-10-01","16","n"
"2023-10-01 17:00:00",,13.87,,,,"2023-10-01","17","n"
"2023-10-01 18:00:00",,12.47,,,,"2023-10-01","18","n"
"2023-10-01 19:00:00",,60.81,,,,"2023-10-01","19","n"
"2023-10-01 20:00:00",,41.99,,,,"2023-10-01","20","n"
"2023-10-01 21:00:00",,15.43,,,,"2023-10-01","21","n"
"2023-10-01 22:00:00",,5.92,,,,"2023-10-01","22","n"
"2023-10-01 23:00:00",,5.06,,,,"2023-10-01","23","n"
"2023-10-02 00:00:00",,1.72,,,,"2023-10-02","00","n"
"2023-10-02 01:00:00",,1.01,,,,"2023-10-02","01","n"
"2023-10-02 02:00:00",,0.00,,,,"2023-10-02","02","n"
"2023-10-02 03:00:00",,0.00,,,,"2023-10-02","03","n"
"2023-10-02 04:00:00",,0.00,,,,"2023-10-02","04","n"
"2023-10-02 05:00:00",,0.00,,,,"2023-10-02","05","n"
"2023-10-02 06:00:00",,0.00,,,,"2023-10-02","06","n"
"2023-10-02 07:00:00",,0.00,,,,"2023-10-02","07","n"
"2023-10-02 08:00:00",,0.00,,,,"2023-10-02","08","n"
"2023-10-02 09:00:00",,0.00,,,,"2023-10-02","09","n"
"2023-10-02 10:00:00",,0.00,,,,"2023-10-02","10","n"
"2023-10-02 11:00:00",,0.00,,,,"2023-10-02","11","n"
"2023-10-02 12:00:00",,0.00,,,,"2023-10-02","12","n"
"2023-10-02 13:00:00",,0.00,,,,"2023-10-02","13","n"
"2023-10-02 14:00:00",,0.04,,,,"2023-10-02","14","n"
"2023-10-02 15:00:00",,16.68,,,,"2023-10-02","15","n"
"2023-10-02 16:00:00",,35.57,,,,"2023-10-02","16","n"
"2023-10-02 17:00:00",,26.50,,,,"2023-10-02","17","n"
"2023-10-02 18:00:00",,43.55,,,,"2023-10-02","18","n"
"2023-10-02 19:00:00",,23.86,,,,"2023-10-02","19","n"
"2023-10-02 20:00:00",,23.16,,,,"2023-10-02","20","n"
"2023-10-02 21:00:00",,33.09,,,,"2023-10-02","21","n"
"2023-10-02 22:00:00",,25.34,,,,"2023-10-02","22","n"
"2023-10-02 23:00:00",,44.70,,,,"2023-10-02","23","n"
"2023-10-03 00:00:00",,25.93,,,,"2023-10-03","00","n"
"2023-10-03 01:00:00",,6.19,,,,"2023-10-03","01","n"
"2023-10-03 02:00:00",,0.00,,,,"2023-10-03","02","n"
"2023-10-03 03:00:00",,0.00,,,,"2023-10-03","03","n"
"2023-10-03 04:00:00",,0.00,,,,"2023-10-03","04","n"
"2023-10-03 05:00:00",,0.00,,,,"2023-10-03","05","n"
"2023-10-03 06:00:00",,0.00,,,,"2023-10-03","06","n"
"2023-10-03 07:00:00",,0.00,,,,"2023-10-03","07","n"
"2023-10-03 08:00:00",,0.00,,,,"2023-10-03","08","n"
"2023-10-03 09:00:00",,0.00,,,,"2023-10-03","09","n"
"2023-10-03 10:00:00",,0.00,,,,"2023-10-03","10","n"
"2023-10-03 11:00:00",,0.00,,,,"2023-10-03","11","n"
"2023-10-03 12:00:00",,0.00,,,,"2023-10-03","12","n"
"2023-10-03 13:00:00",,0.00,,,,"2023-10-03","13","n"
"2023-10-03 14:00:00",,0.00,,,,"2023-10-03","14","n"
"2023-10-03 15:00:00",,12.19,,,,"2023-10-03","15","n"
"2023-10-03 16:00:00",,24.71,,,,"2023-10-03","16","n"
