"Date","(Observed) Incoming Shortwave (W/ft2)","(Modeled) Incoming Shortwave (W/ft2)","(Modeled) Net Shortwave (W/ft2)","(Modeled) Incoming Longwave (W/ft2)","(Modeled) Net Longwave (W/ft2)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-10-20 05:00:00",,0.00,,,,"2023-10-20","05","n"
"2023-10-20 06:00:00",,0.00,,,,"2023-10-20","06","n"
"2023-10-20 07:00:00",,0.00,,,,"2023-10-20","07","n"
"2023-10-20 08:00:00",,0.00,,,,"2023-10-20","08","n"
"2023-10-20 09:00:00",,0.00,,,,"2023-10-20","09","n"
"2023-10-20 10:00:00",,0.00,,,,"2023-10-20","10","n"
"2023-10-20 11:00:00",,0.00,,,,"2023-10-20","11","n"
"2023-10-20 12:00:00",,0.00,,,,"2023-10-20","12","n"
"2023-10-20 13:00:00",,0.00,,,,"2023-10-20","13","n"
"2023-10-20 14:00:00",,0.00,,,,"2023-10-20","14","n"
"2023-10-20 15:00:00",,11.02,,,,"2023-10-20","15","n"
"2023-10-20 16:00:00",,28.17,,,,"2023-10-20","16","n"
"2023-10-20 17:00:00",,46.23,,,,"2023-10-20","17","n"
"2023-10-20 18:00:00",,58.51,,,,"2023-10-20","18","n"
"2023-10-20 19:00:00",,65.22,,,,"2023-10-20","19","n"
"2023-10-20 20:00:00",,66.02,,,,"2023-10-20","20","n"
"2023-10-20 21:00:00",,60.67,,,,"2023-10-20","21","n"
"2023-10-20 22:00:00",,48.63,,,,"2023-10-20","22","n"
"2023-10-20 23:00:00",,34.45,,,,"2023-10-20","23","n"
"2023-10-21 00:00:00",,16.29,,,,"2023-10-21","00","n"
"2023-10-21 01:00:00",,0.00,,,,"2023-10-21","01","n"
"2023-10-21 02:00:00",,0.00,,,,"2023-10-21","02","n"
"2023-10-21 03:00:00",,0.00,,,,"2023-10-21","03","n"
"2023-10-21 04:00:00",,0.00,,,,"2023-10-21","04","n"
"2023-10-21 05:00:00",,0.00,,,,"2023-10-21","05","n"
"2023-10-21 06:00:00",,0.00,,,,"2023-10-21","06","n"
"2023-10-21 07:00:00",,0.00,,,,"2023-10-21","07","n"
"2023-10-21 08:00:00",,0.00,,,,"2023-10-21","08","n"
"2023-10-21 09:00:00",,0.00,,,,"2023-10-21","09","n"
"2023-10-21 10:00:00",,0.00,,,,"2023-10-21","10","n"
"2023-10-21 11:00:00",,0.00,,,,"2023-10-21","11","n"
"2023-10-21 12:00:00",,0.00,,,,"2023-10-21","12","n"
"2023-10-21 13:00:00",,0.00,,,,"2023-10-21","13","n"
"2023-10-21 14:00:00",,0.00,,,,"2023-10-21","14","n"
"2023-10-21 15:00:00",,10.41,,,,"2023-10-21","15","n"
"2023-10-21 16:00:00",,23.73,,,,"2023-10-21","16","n"
"2023-10-21 17:00:00",,46.34,,,,"2023-10-21","17","n"
"2023-10-21 18:00:00",,56.18,,,,"2023-10-21","18","n"
"2023-10-21 19:00:00",,66.05,,,,"2023-10-21","19","n"
"2023-10-21 20:00:00",,67.02,,,,"2023-10-21","20","n"
"2023-10-21 21:00:00",,61.79,,,,"2023-10-21","21","n"
"2023-10-21 22:00:00",,50.78,,,,"2023-10-21","22","n"
"2023-10-21 23:00:00",,35.09,,,,"2023-10-21","23","n"
"2023-10-22 00:00:00",,16.44,,,,"2023-10-22","00","n"
"2023-10-22 01:00:00",,0.00,,,,"2023-10-22","01","n"
"2023-10-22 02:00:00",,0.00,,,,"2023-10-22","02","n"
"2023-10-22 03:00:00",,0.00,,,,"2023-10-22","03","n"
"2023-10-22 04:00:00",,0.00,,,,"2023-10-22","04","n"
"2023-10-22 05:00:00",,0.00,,,,"2023-10-22","05","n"
"2023-10-22 06:00:00",,0.00,,,,"2023-10-22","06","n"
"2023-10-22 07:00:00",,0.00,,,,"2023-10-22","07","n"
"2023-10-22 08:00:00",,0.00,,,,"2023-10-22","08","n"
"2023-10-22 09:00:00",,0.00,,,,"2023-10-22","09","n"
"2023-10-22 10:00:00",,0.00,,,,"2023-10-22","10","n"
"2023-10-22 11:00:00",,0.00,,,,"2023-10-22","11","n"
"2023-10-22 12:00:00",,0.00,,,,"2023-10-22","12","n"
"2023-10-22 13:00:00",,0.00,,,,"2023-10-22","13","n"
"2023-10-22 14:00:00",,0.00,,,,"2023-10-22","14","n"
"2023-10-22 15:00:00",,10.89,,,,"2023-10-22","15","n"
"2023-10-22 16:00:00",,29.82,,,,"2023-10-22","16","n"
"2023-10-22 17:00:00",,46.58,,,,"2023-10-22","17","n"
"2023-10-22 18:00:00",,58.77,,,,"2023-10-22","18","n"
"2023-10-22 19:00:00",,65.11,,,,"2023-10-22","19","n"
"2023-10-22 20:00:00",,65.78,,,,"2023-10-22","20","n"
"2023-10-22 21:00:00",,60.64,,,,"2023-10-22","21","n"
"2023-10-22 22:00:00",,49.65,,,,"2023-10-22","22","n"
"2023-10-22 23:00:00",,34.28,,,,"2023-10-22","23","n"
"2023-10-23 00:00:00",,15.88,,,,"2023-10-23","00","n"
"2023-10-23 01:00:00",,0.00,,,,"2023-10-23","01","n"
"2023-10-23 02:00:00",,0.00,,,,"2023-10-23","02","n"
"2023-10-23 03:00:00",,0.00,,,,"2023-10-23","03","n"
"2023-10-23 04:00:00",,0.00,,,,"2023-10-23","04","n"
"2023-10-23 05:00:00",,0.00,,,,"2023-10-23","05","n"
"2023-10-23 06:00:00",,0.00,,,,"2023-10-23","06","n"
"2023-10-23 07:00:00",,0.00,,,,"2023-10-23","07","n"
"2023-10-23 08:00:00",,0.00,,,,"2023-10-23","08","n"
"2023-10-23 09:00:00",,0.00,,,,"2023-10-23","09","n"
"2023-10-23 10:00:00",,0.00,,,,"2023-10-23","10","n"
"2023-10-23 11:00:00",,0.00,,,,"2023-10-23","11","n"
"2023-10-23 12:00:00",,0.00,,,,"2023-10-23","12","n"
"2023-10-23 13:00:00",,0.00,,,,"2023-10-23","13","n"
"2023-10-23 14:00:00",,0.00,,,,"2023-10-23","14","n"
"2023-10-23 15:00:00",,9.72,,,,"2023-10-23","15","n"
"2023-10-23 16:00:00",,27.63,,,,"2023-10-23","16","n"
"2023-10-23 17:00:00",,35.07,,,,"2023-10-23","17","n"
"2023-10-23 18:00:00",,45.73,,,,"2023-10-23","18","n"
"2023-10-23 19:00:00",,55.43,,,,"2023-10-23","19","n"
"2023-10-23 20:00:00",,47.22,,,,"2023-10-23","20","n"
"2023-10-23 21:00:00",,49.20,,,,"2023-10-23","21","n"
"2023-10-23 22:00:00",,48.69,,,,"2023-10-23","22","n"
"2023-10-23 23:00:00",,33.84,,,,"2023-10-23","23","n"
"2023-10-24 00:00:00",,15.43,,,,"2023-10-24","00","n"
"2023-10-24 01:00:00",,0.00,,,,"2023-10-24","01","n"
"2023-10-24 02:00:00",,0.00,,,,"2023-10-24","02","n"
"2023-10-24 03:00:00",,0.00,,,,"2023-10-24","03","n"
"2023-10-24 04:00:00",,0.00,,,,"2023-10-24","04","n"
"2023-10-24 05:00:00",,0.00,,,,"2023-10-24","05","n"
"2023-10-24 06:00:00",,0.00,,,,"2023-10-24","06","n"
"2023-10-24 07:00:00",,0.00,,,,"2023-10-24","07","n"
"2023-10-24 08:00:00",,0.00,,,,"2023-10-24","08","n"
"2023-10-24 09:00:00",,0.00,,,,"2023-10-24","09","n"
"2023-10-24 10:00:00",,0.00,,,,"2023-10-24","10","n"
"2023-10-24 11:00:00",,0.00,,,,"2023-10-24","11","n"
"2023-10-24 12:00:00",,0.00,,,,"2023-10-24","12","n"
"2023-10-24 13:00:00",,0.00,,,,"2023-10-24","13","n"
"2023-10-24 14:00:00",,0.00,,,,"2023-10-24","14","n"
"2023-10-24 15:00:00",,2.13,,,,"2023-10-24","15","n"
"2023-10-24 16:00:00",,15.61,,,,"2023-10-24","16","n"
"2023-10-24 17:00:00",,18.05,,,,"2023-10-24","17","n"
"2023-10-24 18:00:00",,47.73,,,,"2023-10-24","18","n"
"2023-10-24 19:00:00",,64.28,,,,"2023-10-24","19","n"
"2023-10-24 20:00:00",,65.37,,,,"2023-10-24","20","n"
"2023-10-24 21:00:00",,60.06,,,,"2023-10-24","21","n"
"2023-10-24 22:00:00",,48.97,,,,"2023-10-24","22","n"
"2023-10-24 23:00:00",,33.53,,,,"2023-10-24","23","n"
"2023-10-25 00:00:00",,14.67,,,,"2023-10-25","00","n"
"2023-10-25 01:00:00",,0.00,,,,"2023-10-25","01","n"
"2023-10-25 02:00:00",,0.00,,,,"2023-10-25","02","n"
"2023-10-25 03:00:00",,0.00,,,,"2023-10-25","03","n"
"2023-10-25 04:00:00",,0.00,,,,"2023-10-25","04","n"
"2023-10-25 05:00:00",,0.00,,,,"2023-10-25","05","n"
"2023-10-25 06:00:00",,0.00,,,,"2023-10-25","06","n"
"2023-10-25 07:00:00",,0.00,,,,"2023-10-25","07","n"
"2023-10-25 08:00:00",,0.00,,,,"2023-10-25","08","n"
"2023-10-25 09:00:00",,0.00,,,,"2023-10-25","09","n"
"2023-10-25 10:00:00",,0.00,,,,"2023-10-25","10","n"
"2023-10-25 11:00:00",,0.00,,,,"2023-10-25","11","n"
"2023-10-25 12:00:00",,0.00,,,,"2023-10-25","12","n"
"2023-10-25 13:00:00",,0.00,,,,"2023-10-25","13","n"
"2023-10-25 14:00:00",,0.00,,,,"2023-10-25","14","n"
"2023-10-25 15:00:00",,5.93,,,,"2023-10-25","15","n"
"2023-10-25 16:00:00",,25.98,,,,"2023-10-25","16","n"
"2023-10-25 17:00:00",,44.72,,,,"2023-10-25","17","n"
"2023-10-25 18:00:00",,57.00,,,,"2023-10-25","18","n"
"2023-10-25 19:00:00",,63.16,,,,"2023-10-25","19","n"
"2023-10-25 20:00:00",,56.01,,,,"2023-10-25","20","n"
"2023-10-25 21:00:00",,57.13,,,,"2023-10-25","21","n"
"2023-10-25 22:00:00",,46.98,,,,"2023-10-25","22","n"
"2023-10-25 23:00:00",,32.39,,,,"2023-10-25","23","n"
"2023-10-26 00:00:00",,14.05,,,,"2023-10-26","00","n"
"2023-10-26 01:00:00",,0.00,,,,"2023-10-26","01","n"
"2023-10-26 02:00:00",,0.00,,,,"2023-10-26","02","n"
"2023-10-26 03:00:00",,0.00,,,,"2023-10-26","03","n"
"2023-10-26 04:00:00",,0.00,,,,"2023-10-26","04","n"
"2023-10-26 05:00:00",,0.00,,,,"2023-10-26","05","n"
"2023-10-26 06:00:00",,0.00,,,,"2023-10-26","06","n"
"2023-10-26 07:00:00",,0.00,,,,"2023-10-26","07","n"
"2023-10-26 08:00:00",,0.00,,,,"2023-10-26","08","n"
"2023-10-26 09:00:00",,0.00,,,,"2023-10-26","09","n"
"2023-10-26 10:00:00",,0.00,,,,"2023-10-26","10","n"
"2023-10-26 11:00:00",,0.00,,,,"2023-10-26","11","n"
"2023-10-26 12:00:00",,0.00,,,,"2023-10-26","12","n"
"2023-10-26 13:00:00",,0.00,,,,"2023-10-26","13","n"
"2023-10-26 14:00:00",,0.00,,,,"2023-10-26","14","n"
"2023-10-26 15:00:00",,9.72,,,,"2023-10-26","15","n"
"2023-10-26 16:00:00",,28.48,,,,"2023-10-26","16","n"
"2023-10-26 17:00:00",,45.10,,,,"2023-10-26","17","n"
"2023-10-26 18:00:00",,57.36,,,,"2023-10-26","18","n"
"2023-10-26 19:00:00",,64.16,,,,"2023-10-26","19","n"
"2023-10-26 20:00:00",,64.80,,,,"2023-10-26","20","n"
"2023-10-26 21:00:00",,59.53,,,,"2023-10-26","21","n"
"2023-10-26 22:00:00",,48.63,,,,"2023-10-26","22","n"
"2023-10-26 23:00:00",,33.09,,,,"2023-10-26","23","n"
"2023-10-27 00:00:00",,14.42,,,,"2023-10-27","00","n"
"2023-10-27 01:00:00",,0.00,,,,"2023-10-27","01","n"
"2023-10-27 02:00:00",,0.00,,,,"2023-10-27","02","n"
"2023-10-27 03:00:00",,0.00,,,,"2023-10-27","03","n"
"2023-10-27 04:00:00",,0.00,,,,"2023-10-27","04","n"
"2023-10-27 05:00:00",,0.00,,,,"2023-10-27","05","n"
"2023-10-27 06:00:00",,0.00,,,,"2023-10-27","06","n"
"2023-10-27 07:00:00",,0.00,,,,"2023-10-27","07","n"
"2023-10-27 08:00:00",,0.00,,,,"2023-10-27","08","n"
"2023-10-27 09:00:00",,0.00,,,,"2023-10-27","09","n"
"2023-10-27 10:00:00",,0.00,,,,"2023-10-27","10","n"
"2023-10-27 11:00:00",,0.00,,,,"2023-10-27","11","n"
"2023-10-27 12:00:00",,0.00,,,,"2023-10-27","12","n"
"2023-10-27 13:00:00",,0.00,,,,"2023-10-27","13","n"
"2023-10-27 14:00:00",,0.00,,,,"2023-10-27","14","n"
"2023-10-27 15:00:00",,5.10,,,,"2023-10-27","15","n"
"2023-10-27 16:00:00",,14.10,,,,"2023-10-27","16","n"
"2023-10-27 17:00:00",,32.01,,,,"2023-10-27","17","n"
"2023-10-27 18:00:00",,55.25,,,,"2023-10-27","18","n"
"2023-10-27 19:00:00",,63.91,,,,"2023-10-27","19","n"
"2023-10-27 20:00:00",,64.81,,,,"2023-10-27","20","n"
"2023-10-27 21:00:00",,59.71,,,,"2023-10-27","21","n"
"2023-10-27 22:00:00",,48.83,,,,"2023-10-27","22","n"
"2023-10-27 23:00:00",,32.99,,,,"2023-10-27","23","n"
"2023-10-28 00:00:00",,14.18,,,,"2023-10-28","00","n"
"2023-10-28 01:00:00",,0.00,,,,"2023-10-28","01","n"
"2023-10-28 02:00:00",,0.00,,,,"2023-10-28","02","n"
"2023-10-28 03:00:00",,0.00,,,,"2023-10-28","03","n"
"2023-10-28 04:00:00",,0.00,,,,"2023-10-28","04","n"
"2023-10-28 05:00:00",,0.00,,,,"2023-10-28","05","n"
"2023-10-28 06:00:00",,0.00,,,,"2023-10-28","06","n"
"2023-10-28 07:00:00",,0.00,,,,"2023-10-28","07","n"
"2023-10-28 08:00:00",,0.00,,,,"2023-10-28","08","n"
"2023-10-28 09:00:00",,0.00,,,,"2023-10-28","09","n"
"2023-10-28 10:00:00",,0.00,,,,"2023-10-28","10","n"
"2023-10-28 11:00:00",,0.00,,,,"2023-10-28","11","n"
"2023-10-28 12:00:00",,0.00,,,,"2023-10-28","12","n"
"2023-10-28 13:00:00",,0.00,,,,"2023-10-28","13","n"
"2023-10-28 14:00:00",,0.00,,,,"2023-10-28","14","n"
"2023-10-28 15:00:00",,9.19,,,,"2023-10-28","15","n"
"2023-10-28 16:00:00",,28.08,,,,"2023-10-28","16","n"
"2023-10-28 17:00:00",,44.72,,,,"2023-10-28","17","n"
"2023-10-28 18:00:00",,57.06,,,,"2023-10-28","18","n"
"2023-10-28 19:00:00",,64.11,,,,"2023-10-28","19","n"
"2023-10-28 20:00:00",,64.96,,,,"2023-10-28","20","n"
"2023-10-28 21:00:00",,59.62,,,,"2023-10-28","21","n"
"2023-10-28 22:00:00",,48.82,,,,"2023-10-28","22","n"
"2023-10-28 23:00:00",,33.19,,,,"2023-10-28","23","n"
"2023-10-29 00:00:00",,14.41,,,,"2023-10-29","00","n"
"2023-10-29 01:00:00",,0.00,,,,"2023-10-29","01","n"
"2023-10-29 02:00:00",,0.00,,,,"2023-10-29","02","n"
"2023-10-29 03:00:00",,0.00,,,,"2023-10-29","03","n"
"2023-10-29 04:00:00",,0.00,,,,"2023-10-29","04","n"
"2023-10-29 05:00:00",,0.00,,,,"2023-10-29","05","n"
"2023-10-29 06:00:00",,0.00,,,,"2023-10-29","06","n"
"2023-10-29 07:00:00",,0.00,,,,"2023-10-29","07","n"
"2023-10-29 08:00:00",,0.00,,,,"2023-10-29","08","n"
"2023-10-29 09:00:00",,0.00,,,,"2023-10-29","09","n"
"2023-10-29 10:00:00",,0.00,,,,"2023-10-29","10","n"
"2023-10-29 11:00:00",,0.00,,,,"2023-10-29","11","n"
"2023-10-29 12:00:00",,0.00,,,,"2023-10-29","12","n"
"2023-10-29 13:00:00",,0.00,,,,"2023-10-29","13","n"
"2023-10-29 14:00:00",,0.00,,,,"2023-10-29","14","n"
"2023-10-29 15:00:00",,8.97,,,,"2023-10-29","15","n"
"2023-10-29 16:00:00",,28.01,,,,"2023-10-29","16","n"
"2023-10-29 17:00:00",,44.92,,,,"2023-10-29","17","n"
"2023-10-29 18:00:00",,57.54,,,,"2023-10-29","18","n"
"2023-10-29 19:00:00",,64.52,,,,"2023-10-29","19","n"
"2023-10-29 20:00:00",,65.38,,,,"2023-10-29","20","n"
"2023-10-29 21:00:00",,59.92,,,,"2023-10-29","21","n"
"2023-10-29 22:00:00",,48.71,,,,"2023-10-29","22","n"
"2023-10-29 23:00:00",,32.91,,,,"2023-10-29","23","n"
"2023-10-30 00:00:00",,13.86,,,,"2023-10-30","00","n"
"2023-10-30 01:00:00",,0.00,,,,"2023-10-30","01","n"
"2023-10-30 02:00:00",,0.00,,,,"2023-10-30","02","n"
"2023-10-30 03:00:00",,0.00,,,,"2023-10-30","03","n"
"2023-10-30 04:00:00",,0.00,,,,"2023-10-30","04","n"
"2023-10-30 05:00:00",,0.00,,,,"2023-10-30","05","n"
"2023-10-30 06:00:00",,0.00,,,,"2023-10-30","06","n"
"2023-10-30 07:00:00",,0.00,,,,"2023-10-30","07","n"
"2023-10-30 08:00:00",,0.00,,,,"2023-10-30","08","n"
"2023-10-30 09:00:00",,0.00,,,,"2023-10-30","09","n"
"2023-10-30 10:00:00",,0.00,,,,"2023-10-30","10","n"
"2023-10-30 11:00:00",,0.00,,,,"2023-10-30","11","n"
"2023-10-30 12:00:00",,0.00,,,,"2023-10-30","12","n"
"2023-10-30 13:00:00",,0.00,,,,"2023-10-30","13","n"
"2023-10-30 14:00:00",,0.00,,,,"2023-10-30","14","n"
"2023-10-30 15:00:00",,3.87,,,,"2023-10-30","15","n"
"2023-10-30 16:00:00",,6.06,,,,"2023-10-30","16","n"
"2023-10-30 17:00:00",,36.20,,,,"2023-10-30","17","n"
"2023-10-30 18:00:00",,55.83,,,,"2023-10-30","18","n"
"2023-10-30 19:00:00",,64.08,,,,"2023-10-30","19","n"
"2023-10-30 20:00:00",,65.03,,,,"2023-10-30","20","n"
"2023-10-30 21:00:00",,59.54,,,,"2023-10-30","21","n"
"2023-10-30 22:00:00",,48.33,,,,"2023-10-30","22","n"
"2023-10-30 23:00:00",,32.31,,,,"2023-10-30","23","n"
"2023-10-31 00:00:00",,13.33,,,,"2023-10-31","00","n"
"2023-10-31 01:00:00",,0.00,,,,"2023-10-31","01","n"
"2023-10-31 02:00:00",,0.00,,,,"2023-10-31","02","n"
"2023-10-31 03:00:00",,0.00,,,,"2023-10-31","03","n"
"2023-10-31 04:00:00",,0.00,,,,"2023-10-31","04","n"
"2023-10-31 05:00:00",,0.00,,,,"2023-10-31","05","n"
"2023-10-31 06:00:00",,0.00,,,,"2023-10-31","06","n"
"2023-10-31 07:00:00",,0.00,,,,"2023-10-31","07","n"
"2023-10-31 08:00:00",,0.00,,,,"2023-10-31","08","n"
"2023-10-31 09:00:00",,0.00,,,,"2023-10-31","09","n"
"2023-10-31 10:00:00",,0.00,,,,"2023-10-31","10","n"
"2023-10-31 11:00:00",,0.00,,,,"2023-10-31","11","n"
"2023-10-31 12:00:00",,0.00,,,,"2023-10-31","12","n"
"2023-10-31 13:00:00",,0.00,,,,"2023-10-31","13","n"
"2023-10-31 14:00:00",,0.00,,,,"2023-10-31","14","n"
"2023-10-31 15:00:00",,8.00,,,,"2023-10-31","15","n"
"2023-10-31 16:00:00",,26.06,,,,"2023-10-31","16","n"
"2023-10-31 17:00:00",,43.34,,,,"2023-10-31","17","n"
"2023-10-31 18:00:00",,41.01,,,,"2023-10-31","18","n"
"2023-10-31 19:00:00",,63.51,,,,"2023-10-31","19","n"
"2023-10-31 20:00:00",,64.44,,,,"2023-10-31","20","n"
"2023-10-31 21:00:00",,59.07,,,,"2023-10-31","21","n"
"2023-10-31 22:00:00",,47.56,,,,"2023-10-31","22","n"
"2023-10-31 23:00:00",,31.74,,,,"2023-10-31","23","n"
"2023-11-01 00:00:00",,12.88,,,,"2023-11-01","00","n"
"2023-11-01 01:00:00",,0.00,,,,"2023-11-01","01","n"
"2023-11-01 02:00:00",,0.00,,,,"2023-11-01","02","n"
"2023-11-01 03:00:00",,0.00,,,,"2023-11-01","03","n"
"2023-11-01 04:00:00",,0.00,,,,"2023-11-01","04","n"
"2023-11-01 05:00:00",,0.00,,,,"2023-11-01","05","n"
"2023-11-01 06:00:00",,0.00,,,,"2023-11-01","06","n"
"2023-11-01 07:00:00",,0.00,,,,"2023-11-01","07","n"
"2023-11-01 08:00:00",,0.00,,,,"2023-11-01","08","n"
"2023-11-01 09:00:00",,0.00,,,,"2023-11-01","09","n"
"2023-11-01 10:00:00",,0.00,,,,"2023-11-01","10","n"
"2023-11-01 11:00:00",,0.00,,,,"2023-11-01","11","n"
"2023-11-01 12:00:00",,0.00,,,,"2023-11-01","12","n"
"2023-11-01 13:00:00",,0.00,,,,"2023-11-01","13","n"
"2023-11-01 14:00:00",,0.00,,,,"2023-11-01","14","n"
"2023-11-01 15:00:00",,7.79,,,,"2023-11-01","15","n"
"2023-11-01 16:00:00",,26.41,,,,"2023-11-01","16","n"
"2023-11-01 17:00:00",,43.22,,,,"2023-11-01","17","n"
"2023-11-01 18:00:00",,55.59,,,,"2023-11-01","18","n"
"2023-11-01 19:00:00",,62.51,,,,"2023-11-01","19","n"
"2023-11-01 20:00:00",,63.36,,,,"2023-11-01","20","n"
"2023-11-01 21:00:00",,57.95,,,,"2023-11-01","21","n"
"2023-11-01 22:00:00",,45.34,,,,"2023-11-01","22","n"
"2023-11-01 23:00:00",,29.52,,,,"2023-11-01","23","n"
"2023-11-02 00:00:00",,10.38,,,,"2023-11-02","00","n"
"2023-11-02 01:00:00",,0.00,,,,"2023-11-02","01","n"
